AECGRegion,AgeID,ASGSRemoteness,Average of Average of Latitude,Average of Average of Longitude,Average of Average of PostCode,Day,Day_4,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,ICSEA_Value,indigenous_pct,LateOpeningSchool,lbote_pct,lga,LocalHealthDistrict,Month,Month_3,OperationalDirectorate,OpportunityClass,Phone,Preschool,PrincipalNetwork,Quarter,Quarter_2,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses,Year,Year_1
Lower North Coast,1,Outer Regional Australia,-31.026485,152.946508,2440.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6567 4694,Cowper,911,np,No,np,Kempsey (A),Mid North Coast,July,February,Tamworth & Coffs Harbour,No,6567 4253,No,Mid North Coast,Qtr 3,Qtr 1,1,gladstone-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gladstone Public School,Comprehensive,Kinder to Year 6,Not Selective,13 Kinchela St,39,Gladstone,"",2017,1877
Lower North Coast,1,Outer Regional Australia,-31.018188,152.941365,2440.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6567 4823,Cowper,854,27,No,np,Kempsey (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6567 4529,No,Mid North Coast,Qtr 3,Qtr 1,1,smithtown-p.school@det.nsw.edu.au,Co-Ed,Primary School,Smithtown Public School,Comprehensive,Kinder to Year 6,Not Selective,Cannane St,67,Smithtown,"",2017,1891
Lower North Coast,1,Outer Regional Australia,-30.707763,152.917145,2447.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6568 2277,Cowper,920,18,No,np,Nambucca (A),Mid North Coast,July,April,Tamworth & Coffs Harbour,No,6568 1800,No,Mid North Coast,Qtr 3,Qtr 2,1,macksville-p.school@det.nsw.edu.au,Co-Ed,Primary School,Macksville Public School,Comprehensive,Kinder to Year 6,Not Selective,35A Wallace St,393,Macksville,"",2017,1875
Lower North Coast,1,Outer Regional Australia,-30.714945,152.91701,2447.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6568 2802,Cowper,931,16,No,2,Nambucca (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6568 1025,No,Mid North Coast,Qtr 3,Qtr 1,1,macksville-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Macksville High School,Comprehensive,Year 7 to Year 12,Not Selective,40 Boundary St,549,Macksville,"",2017,1950
Lower North Coast,1,Outer Regional Australia,-30.641695,153.006338,2448.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6568 8205,Cowper,917,21,No,8,Nambucca (A),Mid North Coast,July,June,Tamworth & Coffs Harbour,No,6568 6411,No,Mid North Coast,Qtr 3,Qtr 2,1,nambuccahd-p.school@det.nsw.edu.au,Co-Ed,Primary School,Nambucca Heads Public School,Comprehensive,Kinder to Year 6,Not Selective,Ridge St,256,Nambucca Heads,"",2017,1884
Lower North Coast,1,Outer Regional Australia,-30.640826,152.984614,2448.00,3,28,No,Mid North Coast & Northern NSW,Oxley,No,6568 8318,Cowper,892,25,No,6,Nambucca (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6568 6777,No,Mid North Coast,Qtr 3,Qtr 1,1,nambuccahd-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Nambucca Heads High School,Comprehensive,Year 7 to Year 12,Not Selective,Centenary Drive,348,Nambucca Heads,"",2017,1992
Lower North Coast,1,Outer Regional Australia,-30.641818,152.986257,2448.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6568 9147,Cowper,823,36,No,4,Nambucca (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6568 7100,No,Mid North Coast,Qtr 3,Qtr 1,1,frankpart-p.school@det.nsw.edu.au,Co-Ed,Primary School,Frank Partridge Vc Public School,Comprehensive,Kinder to Year 6,Not Selective,Centenary Pde,207,Nambucca Heads,"",2017,1989
Lower North Coast,1,Outer Regional Australia,-30.818842,152.993686,2441.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6569 0534,Cowper,894,36,No,np,Kempsey (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6569 0627,No,Mid North Coast,Qtr 3,Qtr 1,1,stuartspt-p.school@det.nsw.edu.au,Co-Ed,Primary School,Stuarts Point Public School,Comprehensive,Kinder to Year 6,Not Selective,Banksia Rd,61,Stuarts Point,"",2017,1891
Lower North Coast,1,Outer Regional Australia,-30.749941,152.995226,2447.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6569 8329,Cowper,978,15,No,9,Nambucca (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6569 8144,No,Mid North Coast,Qtr 3,Qtr 1,1,scottshead-p.school@det.nsw.edu.au,Co-Ed,Primary School,Scotts Head Public School,Comprehensive,Kinder to Year 6,Not Selective,Gloucester St,82,Scotts Head,"",2017,1945
Lower North Coast,1,Outer Regional Australia,-30.832071,152.874284,2441.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6569 9428,Cowper,939,np,No,np,Nambucca (A),Mid North Coast,July,October,Tamworth & Coffs Harbour,No,6569 9248,No,Mid North Coast,Qtr 3,Qtr 4,1,eungai-p.school@det.nsw.edu.au,Co-Ed,Primary School,Eungai Public School,Comprehensive,Kinder to Year 6,Not Selective,Main St,52,Eungai Creek,"",2017,1893
Lower North Coast,1,Outer Regional Australia,-31.239302,152.631805,2441.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6585 8344,Lyne,960,0,No,0,Port Macquarie-Hastings (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6585 8274,No,Hastings,Qtr 3,Qtr 1,1,rollandplu-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rollands Plains Upper Public School,Comprehensive,Kinder to Year 6,Not Selective,719 Upper Rollands Plains Rd,17,Rollands Plains,"",2017,1937
Lower North Coast,1,Outer Regional Australia,-30.45349,152.891887,2454.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6655 2615,Cowper,1006,9,No,3,Bellingen (A),Mid North Coast,July,September,Tamworth & Coffs Harbour,No,6655 1147,No,Mid North Coast,Qtr 3,Qtr 3,1,bellingen-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bellingen Public School,Comprehensive,Kinder to Year 6,Not Selective,William St,395,Bellingen,"",2017,1870
Lower North Coast,1,Outer Regional Australia,-30.455123,152.908442,2454.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6655 2630,Cowper,989,8,No,4,Bellingen (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6655 1315,No,Mid North Coast,Qtr 3,Qtr 1,1,bellingen-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Bellingen High School,Comprehensive,Year 7 to Year 12,Not Selective,1125 Waterfall Way,566.1,Bellingen,"",2017,1960
Lower North Coast,1,Outer Regional Australia,-30.450064,153.012586,2454.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6655 4548,Cowper,1009,np,No,np,Bellingen (A),Mid North Coast,July,June,Tamworth & Coffs Harbour,No,6655 4228,No,Coffs Harbour,Qtr 3,Qtr 2,1,raleigh-p.school@det.nsw.edu.au,Co-Ed,Primary School,Raleigh Public School,Comprehensive,Kinder to Year 6,Not Selective,North St,20,Raleigh,"",2017,1887
Lower North Coast,1,Outer Regional Australia,-30.495206,153.020428,2455.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6655 5140,Cowper,973,16,No,5,Bellingen (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6655 6393,No,Coffs Harbour,Qtr 3,Qtr 1,1,urunga-p.school@det.nsw.edu.au,Co-Ed,Primary School,Urunga Public School,Comprehensive,Kinder to Year 6,Not Selective,Bowra St,197,Urunga,"",2017,1882
Lower North Coast,1,Outer Regional Australia,-30.432501,152.691816,2454.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6655 8637,Cowper,966,np,No,np,Bellingen (A),Mid North Coast,July,August,Tamworth & Coffs Harbour,No,6655 8567,No,Mid North Coast,Qtr 3,Qtr 3,1,orama-p.school@det.nsw.edu.au,Co-Ed,Primary School,Orama Public School,Comprehensive,Kinder to Year 6,Not Selective,1098 Darkwood Rd,26,Thora,"",2017,1890
Lower North Coast,1,Outer Regional Australia,-30.339222,152.705492,2453.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6657 2281,Cowper,966,9,No,3,Bellingen (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6657 2001,No,Mid North Coast,Qtr 3,Qtr 1,1,dorrigo-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Dorrigo High School,Comprehensive,Year 7 to Year 12,Not Selective,Waterfall Way,168,Dorrigo,"",2017,1968
Lower North Coast,1,Outer Regional Australia,-30.343091,152.71033,2453.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6657 2430,Cowper,949,13,No,7,Bellingen (A),Mid North Coast,July,June,Tamworth & Coffs Harbour,No,6657 2097,No,Mid North Coast,Qtr 3,Qtr 2,1,dorrigo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Dorrigo Public School,Comprehensive,Kinder to Year 6,Not Selective,Hickory St,110,Dorrigo,"",2017,1895
Lower North Coast,1,Outer Regional Australia,-30.233457,152.789665,2453.00,3,1,No,Mid North Coast & Northern NSW,Oxley,No,6657 4117,Cowper,,"",No,"",Bellingen (A),Mid North Coast,July,January,Tamworth & Coffs Harbour,No,6657 4188,No,Coffs Harbour,Qtr 3,Qtr 1,1,cascade-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Cascade Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,Coramba Rd,,Cascade,"",2017,1989
Lower North Coast,1,Very Remote Australia,-31.530072,159.069032,2898.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Port Macquarie,No,6563 2238,Sydney,1052,np,No,20,Unincorporated NSW,Far West,July,July,Tamworth & Coffs Harbour,No,6563 2096,No,Hastings,Qtr 3,Qtr 3,1,lordhowe-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Lord Howe Island Central School,Comprehensive,Kinder to Year 12,Not Selective,Lagoon Rd,30,Lord Howe Island,"",2017,1879
Lower South Coast,1,Inner Regional Australia,-35.84558,150.171898,2537.00,3,28,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4471 6145,Gilmore,993,7,No,4,Eurobodalla (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,4471 6120,No,Far South Coast,Qtr 3,Qtr 1,1,broulee-p.school@det.nsw.edu.au,Co-Ed,Primary School,Broulee Public School,Comprehensive,Kinder to Year 6,Not Selective,Cambridge Cresc,340,Broulee,"",2017,1995
Lower South Coast,1,Inner Regional Australia,-35.729246,150.194447,2536.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4472 8173,Gilmore,932,13,No,4,Eurobodalla (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,4478 3600,No,Far South Coast,Qtr 3,Qtr 1,1,batemansba-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Batemans Bay High School,Comprehensive,Year 7 to Year 12,Not Selective,Beach Rd,631.3,Batehaven,"",2017,1988
Lower South Coast,1,Inner Regional Australia,-35.700051,150.188373,2536.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4472 8457,Gilmore,897,29,No,5,Eurobodalla (A),Southern NSW,July,July,Dubbo & Wagga Wagga,No,4472 4059,Yes,Far South Coast,Qtr 3,Qtr 3,1,batemansba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Batemans Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,Mundarra Way,569,Surfside,"",2017,1869
Lower South Coast,1,Inner Regional Australia,-35.912616,150.076453,2537.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4474 2919,Gilmore,937,16,No,3,Eurobodalla (A),Southern NSW,July,May,Dubbo & Wagga Wagga,No,4474 2363,No,Far South Coast,Qtr 3,Qtr 2,1,moruya-p.school@det.nsw.edu.au,Co-Ed,Primary School,Moruya Public School,Comprehensive,Kinder to Year 6,Not Selective,22 Evans St,364,Moruya,"",2017,1879
Lower South Coast,1,Inner Regional Australia,-35.920195,150.08015,2537.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4474 3782,Gilmore,966,13,No,4,Eurobodalla (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,4474 2155,No,Far South Coast,Qtr 3,Qtr 1,1,moruya-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Moruya High School,Comprehensive,Year 7 to Year 12,Not Selective,97 Albert Street,596.8,Moruya,"",2017,1966
Lower South Coast,1,Inner Regional Australia,-35.786091,150.140569,2536.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4474 4806,Gilmore,692,75,No,11,Eurobodalla (A),Southern NSW,July,March,Dubbo & Wagga Wagga,No,4474 4815,No,Far South Coast,Qtr 3,Qtr 1,1,mogo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mogo Public School,Comprehensive,Kinder to Year 6,Not Selective,Princes Hwy,51,Mogo,"",2017,1869
Lower South Coast,1,Inner Regional Australia,-35.440595,149.798888,2622.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Monaro,No,4842 2501,Eden-Monaro,982,6,No,7,Palerang (A),Southern NSW,July,August,Dubbo & Wagga Wagga,No,4842 2249,No,Queanbeyan,Qtr 3,Qtr 3,1,braidwood-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Braidwood Central School,Comprehensive,Kinder to Year 12,Not Selective,Wilson St,376,Braidwood,"",2017,1849
Lower South Coast,1,Inner Regional Australia,-36.237474,149.125034,2630.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Monaro,No,6452 2980,Eden-Monaro,973,5,No,7,Cooma-Monaro (A),Southern NSW,July,March,Dubbo & Wagga Wagga,No,6452 1933,No,Queanbeyan,Qtr 3,Qtr 1,1,cooma-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cooma Public School,Comprehensive,Kinder to Year 6,Not Selective,Commissioner St,251,Cooma,"",2017,1863
Lower South Coast,1,Inner Regional Australia,-36.216655,149.134021,2629.00,3,7,No,Illawarra Shoalhaven & Southern NSW,Monaro,No,6452 3629,Eden-Monaro,960,7,No,8,Cooma-Monaro (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6452 4611,No,Queanbeyan,Qtr 3,Qtr 1,1,monaro-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Monaro High School,Comprehensive,Year 7 to Year 12,Not Selective,Mittagang Road,475.8,Cooma North,"",2017,1954
Lower South Coast,1,Inner Regional Australia,-36.217908,149.130576,2630.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Monaro,No,6452 4267,Eden-Monaro,993,3,No,7,Cooma-Monaro (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6452 1742,No,Queanbeyan,Qtr 3,Qtr 1,1,coomanth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cooma North Public School,Comprehensive,Kinder to Year 6,Not Selective,Baroona Ave,339,Cooma North,"",2017,1953
Lower South Coast,1,Inner Regional Australia,-35.95399,149.14797,2626.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Monaro,No,6454 4007,Eden-Monaro,1049,0,No,0,Cooma-Monaro (A),Southern NSW,July,September,Dubbo & Wagga Wagga,No,6454 4107,No,Queanbeyan,Qtr 3,Qtr 3,1,bredbo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bredbo Public School,Comprehensive,Kinder to Year 6,Not Selective,Monaro Hwy,12,Bredbo,"",2017,1882
Lower South Coast,1,Outer Regional Australia,-36.09938,150.053879,2545.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4473 5254,Eden-Monaro,915,33,No,np,Eurobodalla (A),Southern NSW,July,July,Dubbo & Wagga Wagga,No,4473 5257,No,Far South Coast,Qtr 3,Qtr 3,1,bodalla-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bodalla Public School,Comprehensive,Kinder to Year 6,Not Selective,Potato Point Rd,89,Bodalla,"",2017,1867
Lower South Coast,1,Outer Regional Australia,-36.315664,150.07194,2546.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4473 7469,Eden-Monaro,1052,np,No,np,Eurobodalla (A),Southern NSW,July,October,Dubbo & Wagga Wagga,No,4473 7210,No,Far South Coast,Qtr 3,Qtr 4,1,centrtilba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Central Tilba Public School,Comprehensive,Kinder to Year 6,Not Selective,89 Corkhill Drive,37,Central Tilba,"",2017,1879
Lower South Coast,1,Outer Regional Australia,-36.218595,150.137335,2546.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4476 2264,Eden-Monaro,959,14,No,6,Eurobodalla (A),Southern NSW,July,February,Dubbo & Wagga Wagga,No,4476 2556,No,Far South Coast,Qtr 3,Qtr 1,1,narooma-p.school@det.nsw.edu.au,Co-Ed,Primary School,Narooma Public School,Comprehensive,Kinder to Year 6,Not Selective,7 Montague St,420,Narooma,"",2017,1889
Lower South Coast,1,Outer Regional Australia,-36.235506,150.128648,2546.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,4476 3953,Eden-Monaro,943,16,No,7,Eurobodalla (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,4476 4377,No,Far South Coast,Qtr 3,Qtr 1,1,narooma-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Narooma High School,Comprehensive,Year 7 to Year 12,Not Selective,Princes Hwy,412.4,Narooma,"",2017,1979
Lower South Coast,1,Outer Regional Australia,-36.670545,149.839095,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6492 3965,Eden-Monaro,907,16,No,2,Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6492 1280,No,Far South Coast,Qtr 3,Qtr 1,1,bega-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bega Valley Public School,Comprehensive,Kinder to Year 6,Not Selective,27 Auckland St,347,Bega,"",2017,1860
Lower South Coast,1,Outer Regional Australia,-36.678459,149.838766,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6492 3996,Eden-Monaro,961,11,No,5,Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6492 9000,No,Far South Coast,Qtr 3,Qtr 1,1,bega-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Bega High School,Comprehensive,Year 7 to Year 12,Not Selective,Upper & Eden Sts,789.8,Bega,"",2017,1952
Lower South Coast,1,Outer Regional Australia,-36.631309,149.571075,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6493 0452,Eden-Monaro,950,16,No,17,Bega Valley (A),Southern NSW,July,August,Dubbo & Wagga Wagga,No,6493 0229,No,Far South Coast,Qtr 3,Qtr 3,1,bemboka-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bemboka Public School,Comprehensive,Kinder to Year 6,Not Selective,Kameruka St,51,Bemboka,"",2017,1871
Lower South Coast,1,Outer Regional Australia,-36.768392,149.695674,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6493 2035,Eden-Monaro,959,np,No,np,Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6493 2236,No,Far South Coast,Qtr 3,Qtr 1,1,candelo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Candelo Public School,Comprehensive,Kinder to Year 6,Not Selective,William St,65,Candelo,"",2017,1869
Lower South Coast,1,Outer Regional Australia,-36.420776,150.063625,2546.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6493 4425,Eden-Monaro,928,14,No,6,Bega Valley (A),Southern NSW,July,October,Dubbo & Wagga Wagga,No,6493 4271,No,Far South Coast,Qtr 3,Qtr 4,1,bermagui-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bermagui Public School,Comprehensive,Kinder to Year 6,Not Selective,George St,169,Bermagui,"",2017,1876
Lower South Coast,1,Outer Regional Australia,-36.386942,149.882818,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6493 6410,Eden-Monaro,948,11,No,np,Bega Valley (A),Southern NSW,July,February,Dubbo & Wagga Wagga,No,6493 6482,No,Far South Coast,Qtr 3,Qtr 1,1,cobargo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cobargo Public School,Comprehensive,Kinder to Year 6,Not Selective,Wandella Rd,74,Cobargo,"",2017,1871
Lower South Coast,1,Outer Regional Australia,-36.464226,149.86705,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6493 8345,Eden-Monaro,996,15,No,np,Bega Valley (A),Southern NSW,July,July,Dubbo & Wagga Wagga,No,6493 8213,No,Far South Coast,Qtr 3,Qtr 3,1,quaama-p.school@det.nsw.edu.au,Co-Ed,Primary School,Quaama Public School,Comprehensive,Kinder to Year 6,Not Selective,48 Cobargo St,55,Quaama,"",2017,1877
Lower South Coast,1,Outer Regional Australia,-36.64029,149.975072,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6494 0245,Eden-Monaro,970,np,No,0,Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6494 0122,No,Far South Coast,Qtr 3,Qtr 1,1,tanja-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tanja Public School,Comprehensive,Kinder to Year 6,Not Selective,Barrabooka Rd,20,Tanja,"",2017,1878
Lower South Coast,1,Outer Regional Australia,-36.732802,149.979602,2550.00,3,7,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6494 1057,Eden-Monaro,1026,np,No,6,Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6494 1291,No,Far South Coast,Qtr 3,Qtr 1,1,tathra-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tathra Public School,Comprehensive,Kinder to Year 6,Not Selective,Bega St,201,Tathra,"",2017,1912
Lower South Coast,1,Outer Regional Australia,-36.92962,149.64656,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6494 2231,Eden-Monaro,903,np,No,0,Bega Valley (A),Southern NSW,July,July,Dubbo & Wagga Wagga,No,6494 2128,No,Far South Coast,Qtr 3,Qtr 3,1,wyndham-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyndham Public School,Comprehensive,Kinder to Year 6,Not Selective,Monaro St,21,Wyndham,"",2017,1868
Lower South Coast,1,Outer Regional Australia,-36.7908,149.92712,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6494 5011,Eden-Monaro,,"",No,"",Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6494 5009,No,Far South Coast,Qtr 3,Qtr 1,1,bournda-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Bournda Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,Bournda National Park,,Kalaru,"",2017,1976
Lower South Coast,1,Outer Regional Australia,-36.832664,149.811656,2550.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6494 9364,Eden-Monaro,947,np,No,np,Bega Valley (A),Southern NSW,July,January,Dubbo & Wagga Wagga,No,6494 9226,No,Far South Coast,Qtr 3,Qtr 1,1,wolumla-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wolumla Public School,Comprehensive,Kinder to Year 6,Not Selective,6-8 Bega Street,55,Wolumla,"",2017,1882
Lower South Coast,1,Outer Regional Australia,-36.886525,149.916952,2548.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6495 3239,Eden-Monaro,990,7,No,6,Bega Valley (A),Southern NSW,July,April,Dubbo & Wagga Wagga,No,6495 1266,No,Far South Coast,Qtr 3,Qtr 2,1,merimbula-p.school@det.nsw.edu.au,Co-Ed,Primary School,Merimbula Public School,Comprehensive,Kinder to Year 6,Not Selective,47-55 Main Street,412,Merimbula,"",2017,1870
Lower South Coast,1,Outer Regional Australia,-36.925482,149.871813,2549.00,3,1,No,Illawarra Shoalhaven & Southern NSW,Bega,No,6495 6426,Eden-Monaro,1006,3,No,3,Bega Valley (A),Southern NSW,July,July,Dubbo & Wagga Wagga,No,6495 6006,No,Far South Coast,Qtr 3,Qtr 3,1,pambula-p.school@det.nsw.edu.au,Co-Ed,Primary School,Pambula Public School,Comprehensive,Kinder to Year 6,Not Selective,25 Oregon St,346,Pambula,"",2017,1849
