AECGRegion,AgeID,ASGSRemoteness,Year,Quarter,Month,Day,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,Year,Quarter,Month,Day,ICSEA_Value,indigenous_pct,LateOpeningSchool,Average of Latitude,lbote_pct,lga,LocalHealthDistrict,OperationalDirectorate,Average of Longitude,OpportunityClass,Phone,Average of PostCode,preschool,PrincipalNetwork,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4950 4923,Hunter,1922,Qtr 1,January,8,896,31,No,-32.983398,np,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.582769,No,4959 2708,2283.00,No,Lake Macquarie West,1,fassifern-p.school@det.nsw.edu.au,Co-Ed,Primary School,Fassifern Public School,Comprehensive,Kinder to Year 6,Not Selective,9 Miller Road,54,Fassifern,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4953 4082,Hunter,2001,Qtr 4,October,22,,43,No,-32.956712,,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.56443,No,4953 4072,2278.00,No,Lake Macquarie West,1,wakefield-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Wakefield School,Comprehensive,Behaviour Disorder,Not Selective,School Rd,23,Wakefield,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,49530166,Hunter,1987,Qtr 1,January,1,,21,No,-32.974054,np,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.611684,No,49530145,2284.00,No,Lake Macquarie West,1,fiveis-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Five Islands School,Comprehensive,Medium / High Support needs,Not Selective,14 Marmong Street,38,Booragul,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4956 5436,Shortland,1891,Qtr 3,July,1,967,9,No,-32.945779,5,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.657754,No,4954 0475,2285.00,No,Lake Macquarie East,1,cardiff-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cardiff Public School,Comprehensive,Kinder to Year 6,Not Selective,Macquarie Rd,217,Cardiff,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4956 5730,Shortland,1952,Qtr 1,January,1,967,12,No,-32.953106,6,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.66521,No,4954 7296,2285.00,Yes,Lake Macquarie East,1,cardiffsth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cardiff South Public School,Comprehensive,Kinder to Year 6,Not Selective,9 Lake Avenue,289,Cardiff South,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4956 6780,Shortland,1959,Qtr 1,January,1,1013,2,No,-32.966054,6,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.641812,No,4954 6058,2282.00,No,Lake Macquarie East,1,biddabah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Biddabah Public School,Comprehensive,Kinder to Year 6,Not Selective,Medcalf St,455,Warners Bay,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4958 1746,Hunter,1958,Qtr 1,January,1,895,18,No,-32.975553,3,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.613863,No,4958 1544,2284.00,No,Lake Macquarie West,1,lakemacqua-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Lake Macquarie High School,Comprehensive,Year 7 to Year 12,Not Selective,Marmong St,366.8,Booragul,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4958 2032,Hunter,1951,Qtr 1,January,1,967,np,No,-32.938493,23,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.629533,No,4958 1805,2284.00,No,Lake Macquarie West,1,argenton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Argenton Public School,Comprehensive,Kinder to Year 6,Not Selective,Montgomery St,23,Argenton,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4958 2208,Shortland,1900,Qtr 1,January,8,903,15,No,-32.951196,np,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.622765,No,4958 1479,2284.00,No,Lake Macquarie West,1,boolaroo-p.school@det.nsw.edu.au,Co-Ed,Primary School,Boolaroo Public School,Comprehensive,Kinder to Year 6,Not Selective,Main Rd & Second St,52,Boolaroo,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4958 2478,Shortland,1957,Qtr 1,January,1,922,11,No,-32.958943,np,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.621641,No,4958 1230,2284.00,No,Lake Macquarie West,1,speerspt-p.school@det.nsw.edu.au,Co-Ed,Primary School,Speers Point Public School,Comprehensive,Kinder to Year 6,Not Selective,Bell St,111,Speers Point,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4958 2965,Hunter,1884,Qtr 3,September,1,912,18,No,-32.962493,np,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.605976,No,4958 2117,2284.00,No,Lake Macquarie West,1,teralba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Teralba Public School,Comprehensive,Kinder to Year 6,Not Selective,York St,71,Teralba,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4958 3152,Hunter,1955,Qtr 1,January,1,927,12,No,-32.973933,5,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.61151,No,4958 2013,2284.00,No,Lake Macquarie West,1,booragul-p.school@det.nsw.edu.au,Co-Ed,Primary School,Booragul Public School,Comprehensive,Kinder to Year 6,Not Selective,Aspinall St,220,Booragul,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4970 5487,Hunter,1912,Qtr 1,January,1,966,12,No,-33.114489,5,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.516783,No,4973 1149,2264.00,No,Lake Macquarie West,1,bonnellbay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bonnells Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,Morisset Park Rd,437,Bonnells Bay,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4970 5718,Hunter,1870,Qtr 2,April,1,955,12,No,-33.07902,np,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.499217,No,4973 1261,2264.00,No,Lake Macquarie West,1,doracreek-p.school@det.nsw.edu.au,Co-Ed,Primary School,Dora Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Cooranbong Rd,113,Dora Creek,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4975 4237,Hunter,1958,Qtr 1,January,9,964,13,No,-33.060231,5,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.582044,No,4975 1181,2283.00,No,Lake Macquarie West,1,arcadiaval-p.school@det.nsw.edu.au,Co-Ed,Primary School,Arcadia Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,Glade St,105,Arcadia Vale,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4975 4238,Hunter,1920,Qtr 1,January,9,956,18,No,-33.072298,7,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.582994,No,4975 1312,2267.00,No,Lake Macquarie West,1,wangiwangi-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wangi Wangi Public School,Comprehensive,Kinder to Year 6,Not Selective,Dobell Drive,97,Wangi Wangi,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4975 4239,Hunter,1941,Qtr 1,January,1,1006,6,No,-33.042628,8,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.5899,No,4975 1229,2283.00,No,Lake Macquarie West,1,rathmines-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rathmines Public School,Comprehensive,Kinder to Year 6,Not Selective,Secret Corner Rd,251,Rathmines,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Lake Macquarie,No,4977 2059,Hunter,1861,Qtr 4,November,1,971,7,No,-33.0805,9,Lake Macquarie (C),Hunter New England,Tamworth & Coffs Harbour,151.441793,No,4977 1122,2265.00,No,Lake Macquarie West,1,cooranbong-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cooranbong Public School,Comprehensive,Kinder to Year 6,Not Selective,Government Rd,195,Cooranbong,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4930 0032,Lyne,1852,Qtr 1,January,1,1041,4,No,-32.706994,5,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.573008,No,4930 1296,2320.00,No,Maitland,1,bolwarra-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bolwarra Public School,Comprehensive,Kinder to Year 6,Not Selective,Bolwarra Rd,473,Bolwarra,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4930 1843,Lyne,1849,Qtr 1,January,1,974,8,No,-32.700491,5,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.60564,No,4930 1494,2320.00,No,Maitland,1,largs-p.school@det.nsw.edu.au,Co-Ed,Primary School,Largs Public School,Comprehensive,Kinder to Year 6,Not Selective,1-5 Hunter St,139,Largs,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4932 4475,Paterson,1890,Qtr 1,January,1,873,23,No,-32.7252,6,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.532379,No,4932 8477,2320.00,Yes,Maitland,1,telarah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Telarah Public School,Comprehensive,Kinder to Year 6,Not Selective,Raymond St,438,Maitland,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4932 4599,Paterson,1985,Qtr 1,January,1,936,15,No,-32.710925,6,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.52839,Yes,4932 5900,2320.00,No,Maitland,1,rutherford-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rutherford Public School,Comprehensive,Kinder to Year 6,Not Selective,Weblands St,816,Rutherford,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4932 5950,Paterson,1858,Qtr 2,April,1,928,14,No,-32.75232,4,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.530713,No,4932 7542,2321.00,No,Maitland,1,gillieston-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gillieston Public School,Comprehensive,Kinder to Year 6,Not Selective,Cnr Gillieston & Ryan Roads,152,Gillieston Heights,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4932 8166,Paterson,1985,Qtr 1,January,1,906,15,No,-32.711235,4,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.531424,No,4932 5999,2320.00,No,Maitland,1,rutherford-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Rutherford High School,Technology,Year 7 to Year 12,Not Selective,30 Avery Street,976,Rutherford,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4933 2164,Paterson,1980,Qtr 1,January,1,889,23,No,-32.765067,6,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.612716,No,4933 2655,2323.00,No,Maitland,1,metford-p.school@det.nsw.edu.au,Co-Ed,Primary School,Metford Public School,Comprehensive,Kinder to Year 6,Not Selective,Melaleuca Drive,295,Metford,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4933 5557,Paterson,1977,Qtr 1,January,2,,18,No,-32.765018,np,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.612507,No,4933 5844,2323.00,No,Maitland,1,hunterrivc-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Hunter River Community School,Comprehensive,Medium / High Support needs,Not Selective,17 Melaleuca Drive,65,Metford,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4933 7673,Paterson,1884,Qtr 1,January,1,928,14,No,-32.747365,4,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.597333,No,4933 7933,2323.00,No,Maitland,1,maitland-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Maitland High School,Comprehensive,Year 7 to Year 12,Not Selective,20-32 High Street,872.8,East Maitland,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4933 7999,Paterson,1902,Qtr 1,January,6,918,17,No,-32.742528,6,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.604859,No,4933 7196,2323.00,No,Maitland,1,tenambit-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tenambit Public School,Comprehensive,Kinder to Year 6,Not Selective,Edward St,357,Tenambit,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4934 3021,Paterson,1862,Qtr 1,January,1,1011,7,No,-32.725663,np,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.632128,No,4933 6726,2321.00,No,Maitland,1,morpeth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Morpeth Public School,Comprehensive,Kinder to Year 6,Not Selective,High St,216,Morpeth,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4934 3039,Paterson,1874,Qtr 3,July,1,943,11,No,-32.73546,3,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.553306,No,4933 6532,2320.00,No,Maitland,1,maitland-p.school@det.nsw.edu.au,Co-Ed,Primary School,Maitland Public School,Comprehensive,Kinder to Year 6,Not Selective,70 Elgin Street,356,Maitland,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4934 3510,Paterson,2007,Qtr 1,January,28,1011,4,No,-32.772442,11,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.600798,No,4934 3584,2323.00,No,Maitland,1,ashtonfield-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ashtonfield Public School,Comprehensive,Kinder to Year 6,Not Selective,Norfolk St,611,Ashtonfield,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4934 5012,Paterson,1858,Qtr 2,April,1,977,9,No,-32.748991,5,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.585256,No,4933 7524,2323.00,No,Maitland,1,maitlande-p.school@det.nsw.edu.au,Co-Ed,Primary School,Maitland East Public School,Comprehensive,Kinder to Year 6,Not Selective,William St,606,East Maitland,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4934 5074,Lyne,1920,Qtr 1,January,1,,np,No,-32.727541,np,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.559611,No,4933 5323,2320.00,No,Maitland,1,nilloinf-p.school@det.nsw.edu.au,Co-Ed,Infants School,Nillo Infants School,Comprehensive,Kinder to Year 2,Not Selective,37 Belmore Road,59,Lorn,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4934 5086,Paterson,1884,Qtr 1,January,1,999,5,No,-32.743453,6,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.591504,No,4934 2066,2323.00,No,Maitland,1,maitgross-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Maitland Grossmann High School,Comprehensive,Year 7 to Year 12,Not Selective,Cumberland & Dixon Sts,1303,East Maitland,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4964 1147,Paterson,1966,Qtr 1,January,1,918,12,No,-32.79698,4,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.66077,No,4964 1282,2322.00,No,Maitland,1,francisgre-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Francis Greenway High School,Comprehensive,Year 7 to Year 12,Not Selective,Lawson Ave,683.6,Beresfield,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4964 1148,Paterson,1972,Qtr 1,January,1,825,27,No,-32.79221,4,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.670508,No,4966 2044,2322.00,No,Maitland,1,woodberry-p.school@det.nsw.edu.au,Co-Ed,Primary School,Woodberry Public School,Comprehensive,Kinder to Year 6,Not Selective,Lawson Ave,187,Woodberry,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4964 1157,Paterson,1919,Qtr 1,January,4,952,9,No,-32.779381,5,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.639454,No,4964 1369,2322.00,No,Maitland,1,thornton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Thornton Public School,Comprehensive,Kinder to Year 6,Not Selective,Government Rd,556,Thornton,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4964 1563,Paterson,2007,Qtr 2,April,26,,44,No,-32.791554,,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.671217,No,4964 1473,2322.00,No,Maitland,1,woodbrylc-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Woodberry Learning Centre,Comprehensive,Behaviour Disorder,Not Selective,Corner Woodberry Road & Lawson Ave,16,Woodberry,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Maitland,No,4987 4265,Paterson,1883,Qtr 1,January,1,900,29,No,-32.752067,np,Maitland (C),Hunter New England,Tamworth & Coffs Harbour,151.703724,No,4987 2520,2324.00,No,Maitland,1,millersfor-p.school@det.nsw.edu.au,Co-Ed,Primary School,Millers Forest Public School,Comprehensive,Kinder to Year 6,Not Selective,127 Martins Wharf Road,51,Millers Forest,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4920 1223,Paterson,1955,Qtr 1,January,5,1022,np,No,-32.871657,np,Port Stephens (A),Hunter New England,Tamworth & Coffs Harbour,151.794739,No,4928 1668,2295.00,No,Newcastle,1,fernbay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Fern Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,Vardon St,34,Fern Bay,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4920 1224,Newcastle,1861,Qtr 1,January,1,993,10,No,-32.910956,8,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.781095,No,4928 1101,2295.00,Yes,Newcastle,1,stockton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Stockton Public School,Comprehensive,Kinder to Year 6,Not Selective,10 Clyde St,272,Stockton,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4929 6835,Newcastle,1883,Qtr 1,January,1,1157,np,No,-32.930285,20,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.776915,No,4929 2911,2300.00,No,Newcastle,1,newcastlee-p.school@det.nsw.edu.au,Co-Ed,Primary School,Newcastle East Public School,Comprehensive,Kinder to Year 6,Not Selective,Tyrrell St,242,Newcastle,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4956 2428,Newcastle,1923,Qtr 1,January,7,1082,3,No,-32.924826,8,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.727614,No,4952 3355,2292.00,No,Newcastle,1,huntperfor-h.school@det.nsw.edu.au,Co-Ed,Central/Community School,Hunter School of Performing Arts,Performing Arts,Kinder to Year 12,Not Selective,Lambton Rd,1137.2,Broadmeadow,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4956 2429,Newcastle,1974,Qtr 1,January,1,1037,3,No,-32.917918,15,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.722034,No,4952 3977,2299.00,No,Newcastle,1,lambton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Lambton High School,Comprehensive,Year 7 to Year 12,Not Selective,Womboin & Young Rds,1096.5,Lambton,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4956 2446,Newcastle,1877,Qtr 3,July,1,1024,5,No,-32.932213,11,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.730971,No,4957 1114,2289.00,No,Newcastle,1,adamstown-p.school@det.nsw.edu.au,Co-Ed,Primary School,Adamstown Public School,Comprehensive,Kinder to Year 6,Not Selective,Bryant St,263,Adamstown,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4960 2367,Newcastle,1925,Qtr 1,January,6,997,8,No,-32.888697,13,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.730116,No,4968 1539,2304.00,Yes,Callaghan/Port Stephens,1,mayfieldw-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mayfield West Public School,Comprehensive,Kinder to Year 6,Not Selective,Gregson Ave,357,Mayfield,
Hunter,1,Major Cities of Australia,2017,Qtr 3,July,3,No,Hunter New England & Central Coast,Newcastle,No,4961 1636,Newcastle,1887,Qtr 1,January,1,922,np,No,-32.911412,34,Newcastle (C),Hunter New England,Tamworth & Coffs Harbour,151.744091,No,4969 3903,2296.00,No,Callaghan/Port Stephens,1,islington-p.school@det.nsw.edu.au,Co-Ed,Primary School,Islington Public School,Comprehensive,Kinder to Year 6,Not Selective,Hubbard St,121,Islington,
